id_num,name,year,author,tasks,topics,keywords,types,annotations,size,num_cat,description,url,thumbnail,paper,citations,conferences,institutions,
33,LIRIS Human Activities Dataset ,2014,"C Wolf, J. Mille, E. Lombardi, O. Celiktutan, M. Jiu, E. Dogan, G. Eren, M. Baccouche, E. Dellandrea, C.-E. Bichot, C. Garcia, B. Sankur",classification;detection,action,,RGB-D video;images;grayscale images;depth images,temporal category labels;bounding boxes,,828,"The LIRIS human activities dataset contains (gray/rgb/depth) videos showing people performing various activities taken from daily life (discussing, telphone calls, giving an item etc.). The dataset is fully annotated, where the annotation not only contains information on the action class but also its spatial and temporal positions in the video. It was originally shot for the ICPR-HARL 2012 competition.",http://liris.cnrs.fr/voir/activities-dataset/,http://liris.cnrs.fr/voir/activities-dataset/classes/di1.jpg,Evaluation of video activity localizations integrating quality and quantity measurements,,,,
34,MuHAVi ,2017,"Singh, Sanchit, Velastin, Sergio A, Murtaza, Fiza, Yousaf, Muhammad Haroon and Ragheb, Hossein",segmentation;recognition,action,,video frames,temporal category labels;silhouette annotations,,17,"We have collected a large body of human action video (MuHAVi) data using 8 cameras. There are 17 action classes as listed in Table 2 performed by 14 actors. We initially processed videos corresponding to 7 actors in order to split the actions and provide the JPG image frames. These include included some image frames before and after the actual action, for the purpose of background subtraction, tracking, etc. The longest pre-action frames correspond to the actor called Person1. Note that what we provide is therefore temporally pre-segmented actions as this was typical when the dataset was first released. We now provide long unsegmented sequences for people to work on temporal segmentation.",http://velastin.dynu.com/MuHAVi-MAS/,http://velastin.dynu.com/MuHAVi-MAS/images/Walk-C1-A1-V1--.jpg,Multi-view human action recognition using 2D motion templates based on MHIs and their HOG description,"Murtaza, F., Yousaf, M. H., & Velastin, S. A. (2016). Multi-view human action recognition using 2D motion templates based on MHIs and their HOG description. Iet Computer Vision, 10(7), 758-767.",,Kingston University;University of Santiago de Chile;Universidad Carlos III de Madrid,
35,Multi-modal action detection (MAD) Dataset ,2016,"Dong Huang, Yi Wang, Shitong Yao and F. De la Torre",classification;detection,action,,RGB video;depth images;skeleton images,temporal category labels,,35,"The MAD database was recorded using a Microsoft Kinect sensor in an indoor environment.  The database contains i) The multimodal activity of 20 subjects recoded with the Microsoft Kinect camera. The modalities include: RGB video (240*320), 3D depth (240*320), and skeleton (3D coordinates of 20 joints per frame); ii) The activity of 20 subjects performing 35 sequential actions (see actionlist). Each subject repeats the set of 35 actions twice. Each video is about (4000-7000 frames); iii) Ground truth labels: start and end of the action has been labeled, suitable for detection (also for classification).",http://humansensing.cs.cmu.edu/mad/index.html,http://humansensing.cs.cmu.edu/mad/images/don_page_graph_rgb.png,Sequential max-margin event detectors. In European conference on computer vision,"Huang, D., Yao, S., Wang, Y., & De La Torre, F. (2014, September). Sequential max-margin event detectors. In European conference on computer vision (pp. 410-424). Springer, Cham.",ECCV,Carnegie Mellon University,
36,RGB-D activity dataset ,2015,"Chenxia Wu, Jiemi Zhang, Bart Selman, Silvio Savarese, Ashutosh Saxena. ",segmentation;recognition,action,,video;depth images;skeleton images,temporal category labels,,21,"We collect a new challenging RGB-D activity dataset recorded by the Kinect v2 camera. Each video in the dataset contains 2-7 actions interacted with different objects. The Kinect v2 has higher resolution of RGB-D frames (RGB: 1920 × 1080, depth: 512 × 424) and improved body tracking of human skeletons (25 body joints). We record 458 videos with a total length of about 230 minutes. We ask 7 subjects to perform human daily activities in 8 offices and 5 kitchens with complex backgrounds. And in each environment the activities are recorded in different views. It composed of fully annotated 21 types of actions (10 in the office, 11 in the kitchen) interacted with 23 types of objects.",http://watchnpatch.cs.cornell.edu/image/data_sample.png,http://watchnpatch.cs.cornell.edu/image/cvpr15_1.png,Watch-n-patch: Unsupervised understanding of actions and relations,"Wu, C., Zhang, J., Savarese, S., & Saxena, A. (2015, June). Watch-n-patch: Unsupervised understanding of actions and relations. In Computer Vision and Pattern Recognition (CVPR), 2015 IEEE Conference on (pp. 4362-4370). IEEE.",CVPR,Cornell University;Stanford University,
37,SBU Kinect Interaction Dataset ,2012,"Kiwon Yun, Jean Honorio, Debaleena Chattopadhyay, Tamara L. Berg, Dimitris Samaras",classification;segmentation,action,,images;depth images;skeleton images,category labels;joint positions/pose annotations;depth positions;skeleton annotations,300,8,"A complex human activity dataset depicting two person interactions, including synchronized video, depth and motion capture data.",http://www3.cs.stonybrook.edu/~kyun/research/kinect_interaction/index.html,http://www3.cs.stonybrook.edu/~kyun/research/kinect_interaction/images/kinect_actions.jpg,Two-person interaction detection using body-pose features and multiple instance learning,"Yun, K., Honorio, J., Chattopadhyay, D., Berg, T. L., & Samaras, D. (2012, June). Two-person interaction detection using body-pose features and multiple instance learning. In Computer Vision and Pattern Recognition Workshops (CVPRW), 2012 IEEE Computer Society Conference on (pp. 28-35). IEEE.",CVPR,Stony Brook University,
38,SDHA Semantic Description of Human Activities 2010 contest - Human Interactions ,2010,"Ryoo, M. S., Chen, C. C., Aggarwal, J. K., & Roy-Chowdhury, A. ",classification;segmentation;localization,action,,video,temporal category labels,,6,"The UT-Interaction dataset contains videos of continuous executions of 6 classes of human-human interactions: shake-hands, point, hug, push, kick and punch. Ground truth labels for these interactions are provided, including time intervals and bounding boxes. There is a total of 20 video sequences whose lengths are around 1 minute. Each video contains at least one execution per interaction, providing us 8 executions of human activities per video on average. ",http://cvrc.ece.utexas.edu/SDHA2010/Human_Interaction.html,http://cvrc.ece.utexas.edu/SDHA2010/bmps/challenge1/hand_shaking.jpeg,An overview of contest on semantic description of human activities (SDHA) 2010,"Ryoo, M. S., Chen, C. C., Aggarwal, J. K., & Roy-Chowdhury, A. (2010). An overview of contest on semantic description of human activities (SDHA) 2010. In Recognizing Patterns in Signals, Speech, Images and Videos (pp. 270-285). Springer, Berlin, Heidelberg.",ICCV;ICPR,"University of Texas at Austin;ETRI;University of California, Riverside",
39,SDHA Semantic Description of Human Activities 2010 contest - aerial views ,2010,"Ryoo, M. S., Chen, C. C., Aggarwal, J. K., & Roy-Chowdhury, A. ",classification;localization,action,,video,category labels;bounding boxes,108,9,"In this ""Aerial View Activity Classification Challenge"", the participants will classify human actions in low-resolution videos. The challenge aims to motivate researchers to explore techniques that may address the issues with recognizing human actions in low-resolution videos. This is usually the scenario when videos are filmed from a distant view (e.g. aerial images), and is the common setting for many surveillance and military applications. We provide videos of a single person performing various actions taken from the top of the University of Texas at Austin's main tower. The average height of human figures in this dataset is about 20 pixels. In addition to the resolution issue, there may be challenges from shadows and blurry visual cues. The contest participants are expected to classify videos from a total of 9 categories of human actions: {1: pointing, 2: standing, 3: digging, 4: walking, 5: carrying, 6: running, 7: wave1, 8: wave2, 9: jumping}. ",http://cvrc.ece.utexas.edu/SDHA2010/Human_Interaction.html,http://cvrc.ece.utexas.edu/SDHA2010/bmps/challenge1/hand_shaking.jpeg,An overview of contest on semantic description of human activities (SDHA) 2010,"Ryoo, M. S., Chen, C. C., Aggarwal, J. K., & Roy-Chowdhury, A. (2010). An overview of contest on semantic description of human activities (SDHA) 2010. In Recognizing Patterns in Signals, Speech, Images and Videos (pp. 270-285). Springer, Berlin, Heidelberg.",,"University of Texas at Austin;ETRI;University of California, Riverside",
40,Sports Videos in the Wild (SVW),2015,"Seyed Morteza Safdarnejad, Xiaoming Liu, Lalita Udpa, Brooks Andrus, John Wood, Dean Craven",classification;recognition;detection;segmentation,action,sports,video,temporal category labels;bounding boxes,4200,74,"SVW is comprised of 4200 videos captured solely with smartphones by users of Coach’s Eye smartphone app, a leading app for sports training developed by TechSmith corporation. SVW includes 30 categories of sports and 44 different actions.  Due to imperfect practice of amateur players and unprofessional capturing by amateur users, SVW is very challenging for automated analysis. Potential applications of SVW include: genre categorization, action recognition, action detection, and spatio-temporal alignment.",http://cvlab.cse.msu.edu/project-svw.html,https://youtu.be/kOgxFx1LVoU,Sports videos in the wild (SVW): A video dataset for sports analysis,"Safdarnejad, S. M., Liu, X., Udpa, L., Andrus, B., Wood, J., & Craven, D. (2015, May). Sports videos in the wild (SVW): A video dataset for sports analysis. In Automatic Face and Gesture Recognition (FG), 2015 11th IEEE International Conference and Workshops on (Vol. 1, pp. 1-7). IEEE.",FG,Michigan State University;TechSmith Corporation,
41,UCLA Human-Human-Object Interaction (HHOI) Dataset  ,2016,"Tianmin Shu, M. S. Ryoo and Song-Chun Zhu",recognition,action,,RGB-D video;images;depth images;skeleton images,skeleton annotations;depth positions,118,5,Human interactions in RGB-D videos.,http://www.stat.ucla.edu/~tianmin.shu/SocialAffordance/index.html,http://www.stat.ucla.edu/~tianmin.shu/SocialAffordance/Intro3.png, Learning social affordance for human-robot interaction,"Shu, T., Ryoo, M. S., & Zhu, S. C. (2016). Learning social affordance for human-robot interaction. arXiv preprint arXiv:1604.03692.",IJCAI,"University of California, Los Angeles;Indiana University",
42,UCR Videoweb Activities Dataset,2010,"G. Denina, B. Bhanu, H. Nguyen, C. Ding, A. Kamal, C. Ravishankar, A. Roy-Chowdhury, A. Ivers, and B. Varda",classification;recognition;tracking,person,,video;images,temporal category labels,51,51,The VideoWeb Activities Dataset described in this chapter aims to fill this need by providing a diverse set of annotated multi-camera footage where the data are collected in a realistic environment and the subjects are real actors who are mimicking everyday NVC activities. The VideoWeb dataset is a collection of 2.5 hours of 51 hand-annotated scenes. Activities are performed by at least four groups of actors where each consists of four persons. The data are recorded simultaneously by four to eight cameras at full 640 × 480 resolution and approximately 30 frames/second.,http://vcg.engr.ucr.edu/datasets/,,VideoWeb Dataset for Multi-camera Activities and Non-verbal Communication,"G. Denina, B. Bhanu, H. Nguyen, C. Ding, A. Kamal, C. Ravishankar, A. Roy-Chowdhury, A. Ivers, and B. Varda, ""VideoWeb Dataset for Multi-camera Activities and Non-verbal Communication"", in Distributed Video Sensor Networks (Eds. B. Bhanu, C. Ravishankar, A. Roy-Chowdhury, H. Aghajan, D. Terzopoulos), Springer 2010. ",,"University of California, Riverside",
43,UCR Tour20 Video Summarization Dataset,2017,"R. Panda, N.C. Mithun, A. Roy-Chowdhury",description/captioning,video,,video,textual descriptions,140,,"Tour20 is a video summarization dataset that is designed primarily for multi-video summarization. However, it can also be used for evaluating single-video summarization in a repeatable and efficient way. It contains 140 videos of total 6 hour 46 minutes duration that are downloaded from YouTube with creative commons license, CC-By 3.0. The dataset consists of three human created ground truth summaries for each of the videos as well as a diverse set of summary to describe the video collection of a tourist place. We also provide the shot segmentation files that indicate the shot boundary transitions of each video.",http://vcg.engr.ucr.edu/datasets/,,Diversity-aware Multi-Video Summarization,"R. Panda, N.C. Mithun, A. Roy-Chowdhury, ""Diversity-aware Multi-Video Summarization"" in IEEETransactions on Image Processing, 2017",,"University of California, Riverside",
44,UCR DivNet Image Dataset,2016,"N. C. Mithun, R. Panda and A. K. Roy-Chowdhury,",classification,images,,images,category labels,550000,550,"The DivNet dataset contains images for around 550 object and scene categories, averaging around 1K images per category. The categories are mainly chosen from ILSVRC2016 object detection and scene classification challenge. The images for each category were originally collected from Google, Bing and Flickr. ",http://vcg.engr.ucr.edu/datasets/,,Generating Diverse Image Datasets with Limited Labeling,"N. C. Mithun, R. Panda and A. K. Roy-Chowdhury, ""Generating Diverse Image Datasets with Limited Labeling"" in ACM MM, Amsterdam, October, 2016.",MM,"University of California, Riverside",
45,UTD-MHAD ,2015,"Chen Chen, Roozbeh Jafari, and Nasser Kehtarnavaz",classification;recognition,action,,RGB-D video;sensor recordings;skeleton images;depth images,category labels,861,27,"The UTD-MHAD dataset was collected using a Microsoft Kinect sensor and a wearable inertial sensor in an indoor environment. The dataset contains 27 actions performed by 8 subjects (4 females and 4 males). Each subject repeated each action 4 times. After removing three corrupted sequences, the dataset includes 861 data sequences. Four data modalities of RGB videos, depth videos, skeleton joint positions, and the inertial sensor signals were recorded in three channels or threads. ",http://www.utdallas.edu/~kehtar/UTD-MHAD.html,http://www.utdallas.edu/~kehtar/UTD-MAD/swipe_left.png,,,ICIP,University of Texas at Dallas,
46,UTKinect dataset ,2012,"Xia, L. and Chen, C.C. and Aggarwal, JK",recognition;classification,action,,RBG images;depth images,category labels,200,10,"The videos was captured using a single stationary Kinect with Kinect for Windows SDK Beta Version. There are 10 action types: walk, sit down, stand up, pick up, carry, throw, push, pull, wave hands, clap hands. There are 10 subjects, Each subject performs each actions twice. Three channels were recorded: RGB, depth and skeleton joint locations.",http://cvrc.ece.utexas.edu/KinectDatasets/HOJ3D.html,http://cvrc.ece.utexas.edu/KinectDatasets/10actions.png,View Invariant Human Action Recognition Using Histograms of 3D Joints,"Xia, L., Chen, C. C., & Aggarwal, J. K. (2012, June). View invariant human action recognition using histograms of 3d joints. In Computer Vision and Pattern Recognition Workshops (CVPRW), 2012 IEEE Computer Society Conference on (pp. 20-27). IEEE.",CVPR,The University of Texas at Austin,
47,WorkoutSU-10 dataset ,2013,"Farhood Negin, Firat Ozdemir, Ceyhun Burak Akgul, Kamer Ali Yuksel",recognition,action,,video,skeleton annotations;joint positions/pose annotations,1500,10,The WorkoutSU-10 exercise dataset comprises a collection of sequences of human body movements represented by 3D positions of skeletal joints. ,http://vpa.sabanciuniv.edu.tr/phpBB2/vpa_views.php?s=31&serial=36,http://vpa.sabanciuniv.edu.tr/databases/db-s36_img200.jpg,A Decision Forest Based Feature Selection Framework for Action Recognition from RGB-Depth Cameras,"Negin, F., Özdemir, F., Akgül, C. B., Yüksel, K. A., & Erçil, A. (2013, June). A decision forest based feature selection framework for action recognition from rgb-depth cameras. In International Conference Image Analysis and Recognition (pp. 648-657). Springer, Berlin, Heidelberg.",ICIAR,Sabanc University;Vistek ISRA;Bagazici Univeristy,
48,Wrist-mounted camera video dataset ,2016,"Katsunori Ohnishi, Atsushi Kanehira, Asako Kanezaki, Tatsuya Harada,",classification,action,,video frames,category labels,690000,23,"We present a novel dataset and a novel algorithm for recognizing activities of daily living (ADL) from a first-person, wrist-mounted camera. ",http://www.mi.t.u-tokyo.ac.jp/static/projects/miladl/,http://www.mi.t.u-tokyo.ac.jp/static/projects/miladl/icon.jpg,Recognizing Activities of Daily Living with a Wrist-mounted Camera,"Ohnishi, K., Kanehira, A., Kanezaki, A., & Harada, T. (2016). Recognizing activities of daily living with a wrist-mounted camera. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 3103-3111).",CVPR,University of Tokyo,
49,YouCook,2013,"P. Das, C. Xu, R. F. Doell, and J. J. Corso",description/captioning,action,food,video;video frames,textual descriptions,88,,This data set was prepared from 88 open-source YouTube cooking videos. The YouCook dataset contains videos of people cooking various recipes. The videos were downloaded from YouTube and are all in the third-person viewpoint; they represent a significantly more challenging visual problem than existing cooking and kitchen datasets (the background kitchen/scene is different for many and most videos have dynamic camera changes). ,https://www.cse.buffalo.edu/~jcorso/r/youcook/,https://www.cse.buffalo.edu//~jcorso/r/youcook/files/youcook_example_lores.png,A thousand frames in just a few words: Lingual description of videos through latent topics and sparse object stitching,"Das, P., Xu, C., Doell, R. F., & Corso, J. J. (2013, June). A thousand frames in just a few words: Lingual description of videos through latent topics and sparse object stitching. In Computer Vision and Pattern Recognition (CVPR), 2013 IEEE Conference on (pp. 2634-2641). IEEE.",CVPR,SUNY at Buffalo,
50,YouTube-8M,2016,"Sami Abu-El-Haija, Nisarg Kothari, Joonseok Lee, Paul Natsev, George Toderici, Balakrishnan Varadarajan, Sudheendra Vijayanarasimhan",classification,video,,audio;video,category labels,7000000,4716,"YouTube-8M is a large-scale labeled video dataset that consists of millions of YouTube video IDs and associated labels from a diverse vocabulary of 4700+ visual entities. It comes with precomputed state-of-the-art audio-visual features from billions of frames and audio segments, designed to fit on a single hard disk. ",https://research.google.com/youtube8m/,,YouTube-8M: A Large-Scale Video Classification Benchmark,"Abu-El-Haija, S., Kothari, N., Lee, J., Natsev, P., Toderici, G., Varadarajan, B., & Vijayanarasimhan, S. (2016). Youtube-8m: A large-scale video classification benchmark. arXiv preprint arXiv:1609.08675.",,Google Research,
51,CMUSRD: Surveillance Research Dataset,2014,"Koosuke Hattori, Hironori Hattori, Yuji Ono, Katsuaki Nishino, Masaya Itoh, Vishnu Naresh Boddeti and Takeo Kanade",tracking;detection,surveillance;person,indoor;social events,video,identity annotations;bounding boxes,,,"We start a project to collect a comprehensive new dataset for indoor surveillance scenario. The collection site is a CMU building where multiple cameras are installed. More than several tens of people are used as subjects, and the obtained data will be ground-truthed in terms of people’s identity and position in the image.",http://www.consortium.ri.cmu.edu/projSRD.php#site,http://www.consortium.ri.cmu.edu/data/SRD/allcamimage.jpg,Image Dataset for Researches about Surveillance Camera - CMU_SRD (Surveillance Research Dataset) ,"Hattori, K., Hattori, H., Ono, Y., Nishino, K., Itoh, M., Boddeti, V. N., & Kanade, T. Image Dataset for Researches about Surveillance Camera-?CMU_SRD (Surveillance Research Dataset)-?.",,Carnegie Mellon University,
52,DukeMTMC: Duke Multi-Target Multi-Camera tracking dataset,2016,"Ergys Ristani, Francesco Solera, Roger S. Zou, Rita Cucchiara, Carlo Tomasi.",tracking;detection,surveillance;pedestrian,,video frames,identity annotations;bounding boxes,2000000,,"DukeMTMC aims to accelerate advances in multi-target multi-camera tracking. It provides a tracking system that works within and across cameras, a new large scale HD video data set recorded by 8 synchronized cameras with more than 7,000 single camera trajectories and over 2,000 unique identities, and a new performance evaluation method that measures how often a system is correct about who is where.",http://vision.cs.duke.edu/DukeMTMC/,http://vision.cs.duke.edu/DukeMTMC/img/dataset.jpg,"Performance Measures and a Data Set for Multi-Target, Multi-Camera Tracking","Ristani, E., Solera, F., Zou, R., Cucchiara, R., & Tomasi, C. (2016, October). Performance measures and a data set for multi-target, multi-camera tracking. In European Conference on Computer Vision (pp. 17-35). Springer, Cham.",ECCV,Duke University;University of Modena and Reggio Emilia,
53,Parking-Lot Dataset ,2014,"Bo Li, Tianfu Wu, Song-Chun Zhu",detection,vehicle,,images,bounding boxes,,,Parking-Lot dataset is a car dataset which focus on moderate and heavily occlusions on cars in the parking lot,http://www.stat.ucla.edu/~boli/projects/context_occlusion/context_occlusion.html,,,,ECCV,"University of California, Los Angeles;Beijing Institute of Technology",
54,Princeton Tracking Benchmark,2013,Shuran Song and Jianxiong Xiao,tracking,surveillance;traffic,,images;depth images,bounding boxes,100,," In this paper, we construct a unified benchmark dataset of 100 RGBD videos with high diversity, propose different kinds of RGBD tracking algorithms using 2D or 3D model, and present a quantitative comparison of various algorithms with RGB or RGBD input.",http://tracking.cs.princeton.edu/dataset.html,http://tracking.cs.princeton.edu/imgs/datasetimg.png,Tracking Revisited using RGBD Camera: Unified Benchmark and Baselines,"Song, S., & Xiao, J. (2013, December). Tracking revisited using RGBD camera: Unified benchmark and baselines. In Computer Vision (ICCV), 2013 IEEE International Conference on (pp. 233-240). IEEE.",ICCV,Princeton University,
55,Queen Mary Multi-Camera Distributed Traffic Scenes Dataset (QMDTS),2017,"Xun Xu, Timothy M.Hospedales, and Shaogang Gong",description/captioning,surveillance;traffic,,surveillance video,semantic annotations,27,,This dataset consists of surveillance video footage from 27 distributed and disjoint camera views of busy traffic scenes in urban environments. This dataset includes two existing traffic scene datasets: QMUL Junction Datasetand QMUL Roundabout Dataset and a brand new 25 traffic scenes collected from urban environment.,https://alex-xun-xu.github.io/ProjectPage/TCSVT_15/index.html,https://alex-xun-xu.github.io/ProjectPage/TCSVT_15/img/DatasetSampleFrames_Intro.png,Discovery of Shared Semantic Spaces for Multi-Scene Video Query and Summarization,"Xu, X., Hospedales, T. M., & Gong, S. (2017). Discovery of shared semantic spaces for multiscene video query and summarization. IEEE Transactions on Circuits and Systems for Video Technology, 27(6), 1353-1367.",,Queen Mary University of London,
56,SALSA: Synergetic sociAL Scene Analysis ,2015,"X. Alameda-Pineda, J. Staiano, R. Subramanian, L. Batrinca, E. Ricci, B. Lepri, O. Lanz and N. Sebe",tracking;pose estimation,surveillance,indoor;social events,surveillance video,bounding boxes;joint positions/pose annotations,,,"SALSA: Synergetic sociAL Scene Analysis dataset contains uninterrupted recordings of an indoor social event involving 18 subjects over 60 minutes. It serves as a rich and extensive repository for the behavioral analysis and social signal processing communities. In addition to the raw multimodal data, SALSA also contains position, pose and F-formation annotations over the entire event duration for evaluation purposes, as well as information regarding participants’ personality traits.",http://tev.fbk.eu/salsa,http://tev.fbk.eu/sites/tev.fbk.eu/files/salsa-web5.png,SALSA: A Novel Dataset for Multimodal Group Behavior Analysis,"Alameda-Pineda, X., Staiano, J., Subramanian, R., Batrinca, L., Ricci, E., Lepri, B., ... & Sebe, N. (2016). Salsa: A novel dataset for multimodal group behavior analysis. IEEE transactions on pattern analysis and machine intelligence, 38(8), 1707-1720.",,Fondazione Bruno Kessler,
57,SBM-RGBD dataset,2017,"M. Camplani, L. Maddalena, G. Moyà Alcover, A. Petrosino, L. Salgado",detection,surveillance;object;scenes,,surveillance video;video frames;RGB-D video,pixel-wise segmentation;depth positions,15000,,"The SBM-RGBD dataset provides a diverse set of groundtruthed synchronized color and depth sequences acquired by the Microsoft Kinect. The dataset consists of 33 videos (~15000 frames) representative of typical indoor visual data captured in video surveillance and smart environment scenarios, selected to cover a wide range of scene background modeling challenges for moving object detection. ",http://rgbd2017.na.icar.cnr.it/SBM-RGBDdataset.html,,A Benchmarking Framework for Background Subtraction in RGBD videos,"Camplani, M., Maddalena, L., Alcover, G. M., Petrosino, A., & Salgado, L. (2017, September). A benchmarking framework for background subtraction in RGBD videos. In International Conference on Image Analysis and Processing (pp. 219-229). Springer, Cham.",ICIAP,"University of Bristol;National Research Council;Universitat de les Illes Balears, University of Naples Parthenope;Universidad Politécnica de Madrid & Universidad Autónoma de Madrid",
58,Shinpuhkan 2014 ,2014,"Y.Kawanishi, Y.Wu, M.Mukunoki and M.Minoh",identification;recognition,surveillance;person,,surveillance video;video frames,identity annotations;tracking/movement annotations,22000,24,We present a novel manually annotated dataset which contains multiple tracklets for each person captured by multiple overlapping/non-overlapping cameras in surveillance scenarios.,http://www.mm.media.kyoto-u.ac.jp/en/datasets/shinpuhkan/,http://www.mm.media.kyoto-u.ac.jp/wp-content/uploads/2014/05/persons.jpg,A Multi-Camera Pedestrian Dataset for Tracking People across Multiple Cameras,"Kawanishi, Y., Wu, Y., Mukunoki, M., & Minoh, M. (2014). Shinpuhkan2014: A multi-camera pedestrian dataset for tracking people across multiple cameras. In 20th Korea-Japan Joint Workshop on Frontiers of Computer Vision (Vol. 5, No. 7).",FCV,Kyoto University,
59,Stanford Drone Dataset ,2016,"A. Robicquet, A. Sadeghian, A. Alahi, S. Savarese",detection;localization,surveillance;traffic,outdoor,surveillance video;video frames,bounding boxes;identity annotations,100,6,"The very first large scale dataset (to the best of our knowledge) that collects images and videos of various types of agents (not just pedestrians, but also bicyclists, skateboarders, cars, buses, and golf carts) that navigate in a real world outdoor environment such as a university campus.",http://cvgl.stanford.edu/projects/uav_data/,http://cvgl.stanford.edu/projects/uav_data/bookstore.jpg,Learning Social Etiquette: Human Trajectory Prediction In Crowded Scenes,"A. Robicquet, A. Sadeghian, A. Alahi, S. Savarese, Learning Social Etiquette: Human Trajectory Prediction In Crowded Scenes in European Conference on Computer Vision (ECCV), 2016.",,Stanford University,
60,UCLA Aerial Event Dataset ,2015,Tianmin Shu and Dan Xie and Brandon Rothrock and Sinisa Todorovic and Song-Chun Zhu,recognition,surveillance;person;event;object,,surveillance video;video frames,bounding boxes;category labels,27,12,"A new set of aerial videos using a hex-rotor flying over picnic areas rich with group events. The annotation in our dataset includes individuals, objects, groups, events, human roles and goals (destinations).",http://www.stat.ucla.edu/~tianmin.shu/AerialVideo/AerialVideo.html,http://www.stat.ucla.edu/~tianmin.shu/AerialVideo/pipeline.png,"Joint inference of groups, events and human roles in aerial videos","Shu, T., Xie, D., Rothrock, B., Todorovic, S., & Zhu, S. C. (2015). Joint inference of groups, events and human roles in aerial videos. arXiv preprint arXiv:1505.05957.",CVPR,University of California Los Angeles;California Institute of Technology;Oregon State University,
61,WIDER Attribute Dataset,2016,"Yining Li, Chen Huang, Chen Change Loy, and Xiaoou Tang",recognition,attributes;person,,images,bounding boxes;attribute annotations,13789,14,"WIDER Attribute is a large-scale human attribute dataset. It contains 13789 images belonging to 30 scene categories, and 57524 human bounding boxes each annotated with 14 binary attributes.",http://mmlab.ie.cuhk.edu.hk/projects/WIDERAttribute.html,http://mmlab.ie.cuhk.edu.hk/projects/WIDERAttribute_files/wider_sample.png,Human attribute recognition by deep hierarchical contexts,"Li, Y., Huang, C., Loy, C. C., & Tang, X. (2016, October). Human attribute recognition by deep hierarchical contexts. In European Conference on Computer Vision (pp. 684-700). Springer, Cham.",ECCV,The Chinese University of Hong Kong,
62,Large-scale CelebFaces Attributes (CelebA) Dataset,2015,"Ziwei Liu. Ping Luo, Xiaogang Wang, Xiaoou Tang",recognition;detection;localization,attributes;person,,images,bounding boxes;attribute annotations,200000,,"CelebFaces Attributes Dataset (CelebA) is a large-scale face attributes dataset with more than 200K celebrity images, each with 40 attribute annotations. The images in this dataset cover large pose variations and background clutter. CelebA has large diversities, large quantities, and rich annotations",http://mmlab.ie.cuhk.edu.hk/projects/CelebA.html,http://mmlab.ie.cuhk.edu.hk/projects/celeba/overview.png,From Facial Parts Responses to Face Detection: A Deep Learning Approach,"S. Yang, P. Luo, C. C. Loy, and X. Tang, ""From Facial Parts Responses to Face Detection: A Deep Learning Approach"", in IEEE International Conference on Computer Vision (ICCV), 2015",ICCV,The Chinese University of Hong Kong,
63,DukeMTMC-attribute,2017,"Lin, Y., Zheng, L., Zheng, Z., Wu, Y., & Yang, Y. ",recognition,attributes;person,,images,attribute annotations,1812,,"We annotate 23 attributes for DukeMTMC-reID, which is a subset of the DukeMTMC. The original dataset contains 702 identities for training and 1110 identities for testing. The attributes are annotated in the identity level, thus the file contains 23 x 702 attributes for training and 23 x 1110 for test.",https://github.com/vana77/DukeMTMC-attribute,https://github.com/vana77/DukeMTMC-attribute/blob/master/sample_image.jpg?raw=true, Improving person re-identification by attribute and identity learning,"Lin, Y., Zheng, L., Zheng, Z., Wu, Y., & Yang, Y. (2017). Improving person re-identification by attribute and identity learning. arXiv preprint arXiv:1703.07220.",,Duke University,
64,Database of Human Attributes (HAT),2011,Gaurav Sharma and Frederic Jurie,recognition,attributes;person,,images,attribute annotations,9344,,"Database for learning semantic human attributes. The database contains a wide variety of human images in different poses (standing, sitting, running, turned back etc.), of different ages (baby, teen, young, middle aged, elderly etc.), wearing different clothes (tee-shirt, suits, beachwear, shorts etc.) and accessories (sunglasses, bag etc.) and is, thus, rich in semantic attributes for humans. It also has high variation in scale (only upper body to the full person) and size of the images. ",https://jurie.users.greyc.fr/datasets/hat.html,https://jurie.users.greyc.fr/datasets/pics/attribeg1.jpg, Learning discriminative spatial representation for image classification,"Sharma, G., & Jurie, F. (2011, August). Learning discriminative spatial representation for image classification. In BMVC 2011-British Machine Vision Conference (pp. 1-11). BMVA Press.",BMVC,INRIA Grenoble Rhone-Alpes;University of Caen,
65,LFW-10 dataset,2014,"Ramachandruni N. Sandeep, Yashaswi Verma, C. V. Jawahar",recognition,attributes;person,,images,attribute annotations,2000,,"A dataset of 10,000 pairs of face images with instance-level annotations for 10 attributes.",http://cvit.iiit.ac.in/projects/relativeParts/,http://cvit.iiit.ac.in/projects/relativeParts/1.png,Relative parts: Distinctive parts for learning relative attributes,"Sandeep, R. N., Verma, Y., & Jawahar, C. V. (2014, June). Relative parts: Distinctive parts for learning relative attributes. In Computer Vision and Pattern Recognition (CVPR), 2014 IEEE Conference on (pp. 3614-3621). IEEE.",CVPR,IIIT Hyderabad,
